Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
press-refresh-setting-spray,Press Refresh Setting Spray,<p>The last step: a fine mist that stops makeup shifting. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 80ml</li><li>Finish: Natural</li><li>Category: Face — Setting Spray</li></ul>,SHEGLAM,Setting Spray,"Face, Setting Spray, Natural, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1064,105,shopify,20,deny,manual,6090,7590,TRUE,TRUE,,,,FALSE,Press Refresh Setting Spray | SHEGLAM PK,Buy Press Refresh Setting Spray in Pakistan. The last step: a fine mist that stops makeup shifting. Best applied in thin layers and built up rather than laid on,active
good-grip-hydrating-primer-blueberry-aha,Good Grip Hydrating Primer-Blueberry + AHA,<p>A grip primer that gives foundation something to hold onto. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 30ml</li><li>Finish: Dewy</li><li>Category: Face — Primer</li></ul>,SHEGLAM,Primer,"Face, Primer, Dewy, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1065,55,shopify,20,deny,manual,1390,,TRUE,TRUE,,,,FALSE,Good Grip Hydrating Primer-Blueberry + AHA | SHEGLAM PK,Buy Good Grip Hydrating Primer-Blueberry + AHA in Pakistan. A grip primer that gives foundation something to hold onto. Best applied in thin layers and built up,active
good-grip-hydrating-prime-set-spray,Good Grip Hydrating Prime & Set Spray,<p>A fine-mist finishing spray that locks the whole face down. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 80ml</li><li>Finish: Dewy</li><li>Category: Face — Setting Spray</li></ul>,SHEGLAM,Setting Spray,"Face, Setting Spray, Dewy",TRUE,Title,Default Title,,,,,SGPK-1066,105,shopify,20,deny,manual,4690,,TRUE,TRUE,,,,FALSE,Good Grip Hydrating Prime & Set Spray | SHEGLAM PK,Buy Good Grip Hydrating Prime & Set Spray in Pakistan. A fine-mist finishing spray that locks the whole face down. Blend while it is still moving; it sets quick,active
berry-cute-cake-blush,Berry Cute Cake Blush,<p>A blendable blush that builds from a hint to a statement. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Natural, Sale",TRUE,Title,Default Title,,,,,SGPK-1067,31,shopify,20,deny,manual,2290,2890,TRUE,TRUE,,,,FALSE,Berry Cute Cake Blush | SHEGLAM PK,Buy Berry Cute Cake Blush in Pakistan. A blendable blush that builds from a hint to a statement. Suits everyday wear as easily as a full evening look.,active
glowchi-bouncy-highlighter,Glowchi Bouncy Highlighter,<p>A luminous finish for the high points of the face. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 10ml</li><li>Finish: Dewy</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Dewy, Multi-Shade",TRUE,Shade,Cherry Blossom,,,,,SGPK-1068-CHERRY-BLOSS,35,shopify,12,deny,manual,1990,,TRUE,TRUE,,,,FALSE,Glowchi Bouncy Highlighter | SHEGLAM PK,Buy Glowchi Bouncy Highlighter in Pakistan. A luminous finish for the high points of the face. Patch test before first use if your skin is sensitive.,active
buttercream-bliss-canvas-primer,Buttercream Bliss Canvas Primer,<p>A grip primer that gives foundation something to hold onto. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 30ml</li><li>Finish: Natural</li><li>Category: Face — Primer</li></ul>,SHEGLAM,Primer,"Face, Primer, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1069,55,shopify,20,deny,manual,1290,,TRUE,TRUE,,,,FALSE,Buttercream Bliss Canvas Primer | SHEGLAM PK,Buy Buttercream Bliss Canvas Primer in Pakistan. A grip primer that gives foundation something to hold onto. A little goes a long way — start with less than you,active
lucky-duck-3d-highlighter,Lucky Duck 3D Highlighter,<p>A glow that catches the light without glitter. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 10ml</li><li>Finish: Natural</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Natural",TRUE,Title,Default Title,,,,,SGPK-1070,35,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Lucky Duck 3D Highlighter | SHEGLAM PK,Buy Lucky Duck 3D Highlighter in Pakistan. A glow that catches the light without glitter. A little goes a long way — start with less than you think you need.,active
beaming-butterfly-highlighter,Beaming Butterfly Highlighter,<p>A glow that catches the light without glitter. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 10ml</li><li>Finish: Natural</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1071,35,shopify,20,deny,manual,1590,,TRUE,TRUE,,,,FALSE,Beaming Butterfly Highlighter | SHEGLAM PK,Buy Beaming Butterfly Highlighter in Pakistan. A glow that catches the light without glitter. Comfortable enough for all-day wear in Pakistani heat.,active
fine-line-2-in-1-nose-contour-highlight-pen,Fine Line 2-In-1 Nose Contour & Highlight Pen,<p>A glow that catches the light without glitter. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 10ml</li><li>Finish: Natural</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Natural",TRUE,Title,Default Title,,,,,SGPK-1072,35,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Fine Line 2-In-1 Nose Contour & Highlight Pen | SHEGLAM PK,Buy Fine Line 2-In-1 Nose Contour & Highlight Pen in Pakistan. A glow that catches the light without glitter. Comfortable enough for all-day wear in Pakistani h,active
multi-fix-concealer-and-color-corrector,Multi-Fix Concealer And Color Corrector,<p>A concealer that brightens without settling into lines. Works on its own or layered under the rest of your base.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Concealer</li></ul>,SHEGLAM,Concealer,"Face, Concealer, Natural, Sale, Multi-Shade",TRUE,Shade,Vanilla,,,,,SGPK-1073-VANILLA,31,shopify,12,deny,manual,1890,2390,TRUE,TRUE,,,,FALSE,Multi-Fix Concealer And Color Corrector | SHEGLAM PK,Buy Multi-Fix Concealer And Color Corrector in Pakistan. A concealer that brightens without settling into lines. Works on its own or layered under the rest of y,active
all-about-that-face-multifunctional-face-palette,All About That Face Multifunctional Face Palette,<p>Definition that mimics real shadow. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 10ml</li><li>Finish: Natural</li><li>Category: Face — Contour &amp; Bronzer</li></ul>,SHEGLAM,Contour & Bronzer,"Face, Contour & Bronzer, Natural, Bestseller, Multi-Shade",TRUE,Shade,Vanilla Sculpt,,,,,SGPK-1074-VANILLA-SCUL,35,shopify,12,deny,manual,3390,,TRUE,TRUE,,,,FALSE,All About That Face Multifunctional Face Palette | SHEGLAM PK,Buy All About That Face Multifunctional Face Palette in Pakistan. Definition that mimics real shadow. A little goes a long way — start with less than you think ,active
sunkissed-body-highlighter,Sunkissed Body Highlighter,<p>A glow that catches the light without glitter. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 10ml</li><li>Finish: Natural</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Natural, Multi-Shade",TRUE,Shade,Eros,,,,,SGPK-1075-EROS,35,shopify,12,deny,manual,1790,,TRUE,TRUE,,,,FALSE,Sunkissed Body Highlighter | SHEGLAM PK,Buy Sunkissed Body Highlighter in Pakistan. A glow that catches the light without glitter. Blend while it is still moving; it sets quickly once placed.,active
insta-ready-sunset-blur-setting-powder,Insta-Ready Sunset Blur Setting Powder,<p>A finely milled powder that sets without flashback. Works on its own or layered under the rest of your base.</p><ul><li>Size: 8g</li><li>Finish: Matte</li><li>Category: Face — Powder</li></ul>,SHEGLAM,Powder,"Face, Powder, Matte, Multi-Shade",TRUE,Shade,Bisque,,,,,SGPK-1076-BISQUE,33,shopify,12,deny,manual,3190,,TRUE,TRUE,,,,FALSE,Insta-Ready Sunset Blur Setting Powder | SHEGLAM PK,Buy Insta-Ready Sunset Blur Setting Powder in Pakistan. A finely milled powder that sets without flashback. Works on its own or layered under the rest of your b,active
multi-glam-face-pen,Multi-Glam Face Pen,"<p>A sculpting shade for cheekbones, jaw and nose. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 10ml</li><li>Finish: Natural</li><li>Category: Face — Contour &amp; Bronzer</li></ul>",SHEGLAM,Contour & Bronzer,"Face, Contour & Bronzer, Natural, Multi-Shade",TRUE,Shade,Tan,,,,,SGPK-1077-TAN,35,shopify,12,deny,manual,2090,,TRUE,TRUE,,,,FALSE,Multi-Glam Face Pen | SHEGLAM PK,"Buy Multi-Glam Face Pen in Pakistan. A sculpting shade for cheekbones, jaw and nose. Patch test before first use if your skin is sensitive.",active
cutie-paw-blush-stamp,Cutie Paw Blush Stamp,<p>Colour that reads like a natural flush. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Natural, Multi-Shade",TRUE,Shade,Love Cake,,,,,SGPK-1078-LOVE-CAKE,31,shopify,12,deny,manual,2090,,TRUE,TRUE,,,,FALSE,Cutie Paw Blush Stamp | SHEGLAM PK,Buy Cutie Paw Blush Stamp in Pakistan. Colour that reads like a natural flush. Best applied in thin layers and built up rather than laid on heavily.,active
insta-ready-face-under-eye-setting-powder-duo,Insta-Ready Face & Under Eye Setting Powder Duo,<p>A soft-focus powder for setting and baking. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 8g</li><li>Finish: Natural</li><li>Category: Face — Powder</li></ul>,SHEGLAM,Powder,"Face, Powder, Natural, Multi-Shade",TRUE,Shade,Taro,,,,,SGPK-1079-TARO,33,shopify,12,deny,manual,5090,,TRUE,TRUE,,,,FALSE,Insta-Ready Face & Under Eye Setting Powder Duo | SHEGLAM PK,Buy Insta-Ready Face & Under Eye Setting Powder Duo in Pakistan. A soft-focus powder for setting and baking. Best applied in thin layers and built up rather tha,active
melon-melt-niacinamide-serum-primer,Melon Melt Niacinamide Serum Primer,<p>A smoothing base that evens out texture before colour goes on. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 30ml</li><li>Finish: Natural</li><li>Category: Face — Primer</li></ul>,SHEGLAM,Primer,"Face, Primer, Natural",TRUE,Title,Default Title,,,,,SGPK-1080,55,shopify,20,deny,manual,2390,,TRUE,TRUE,,,,FALSE,Melon Melt Niacinamide Serum Primer | SHEGLAM PK,Buy Melon Melt Niacinamide Serum Primer in Pakistan. A smoothing base that evens out texture before colour goes on. Best applied in thin layers and built up rat,active
even-better-color-correcting-primer,Even Better Color Correcting Primer,<p>A grip primer that gives foundation something to hold onto. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 30ml</li><li>Finish: Natural</li><li>Category: Face — Primer</li></ul>,SHEGLAM,Primer,"Face, Primer, Natural, Multi-Shade",TRUE,Shade,Green,,,,,SGPK-1081-GREEN,55,shopify,12,deny,manual,1990,,TRUE,TRUE,,,,FALSE,Even Better Color Correcting Primer | SHEGLAM PK,Buy Even Better Color Correcting Primer in Pakistan. A grip primer that gives foundation something to hold onto. Blend while it is still moving; it sets quickly,active
go-go-glow-highlighting-body-mist,Go Go Glow Highlighting Body Mist,<p>A soft-focus sheen rather than a hard shimmer. Works on its own or layered under the rest of your base.</p><ul><li>Size: 10ml</li><li>Finish: Dewy</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Dewy, New Arrival, Sale, Multi-Shade",TRUE,Shade,Gold,,,,,SGPK-1082-GOLD,35,shopify,12,deny,manual,2390,2990,TRUE,TRUE,,,,FALSE,Go Go Glow Highlighting Body Mist | SHEGLAM PK,Buy Go Go Glow Highlighting Body Mist in Pakistan. A soft-focus sheen rather than a hard shimmer. Works on its own or layered under the rest of your base.,active
sun-beam-matte-liquid-bronzer,Sun Beam Matte Liquid Bronzer,<p>Warmth and structure without going orange. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 10ml</li><li>Finish: Matte</li><li>Category: Face — Contour &amp; Bronzer</li></ul>,SHEGLAM,Contour & Bronzer,"Face, Contour & Bronzer, Matte, New Arrival, Sale, Multi-Shade",TRUE,Shade,Toffee,,,,,SGPK-1083-TOFFEE,35,shopify,12,deny,manual,2390,2990,TRUE,TRUE,,,,FALSE,Sun Beam Matte Liquid Bronzer | SHEGLAM PK,Buy Sun Beam Matte Liquid Bronzer in Pakistan. Warmth and structure without going orange. Suits everyday wear as easily as a full evening look.,active
chroma-zone-multichrome-highlighter,Chroma Zone Multichrome Highlighter,<p>A soft-focus sheen rather than a hard shimmer. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 10ml</li><li>Finish: Shimmer</li><li>Category: Face — Highlighter</li></ul>,SHEGLAM,Highlighter,"Face, Highlighter, Shimmer, New Arrival, Sale, Multi-Shade",TRUE,Shade,Lucid,,,,,SGPK-1084-LUCID,35,shopify,12,deny,manual,2290,2890,TRUE,TRUE,,,,FALSE,Chroma Zone Multichrome Highlighter | SHEGLAM PK,Buy Chroma Zone Multichrome Highlighter in Pakistan. A soft-focus sheen rather than a hard shimmer. Blend while it is still moving; it sets quickly once placed.,active
floral-flush-blush-palette,Floral Flush Blush Palette,<p>Colour that reads like a natural flush. Works on its own or layered under the rest of your base.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Natural, Multi-Shade",TRUE,Shade,Blushing Bouquet,,,,,SGPK-1085-BLUSHING-BOU,31,shopify,12,deny,manual,3790,,TRUE,TRUE,,,,FALSE,Floral Flush Blush Palette | SHEGLAM PK,Buy Floral Flush Blush Palette in Pakistan. Colour that reads like a natural flush. Works on its own or layered under the rest of your base.,active
glam-101-hybrid-highlighter-blush-duo,Glam 101 Hybrid Highlighter & Blush Duo,"<p>A pigmented flush that blends into the skin, not onto it. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>",SHEGLAM,Blush,"Face, Blush, Natural, Multi-Shade",TRUE,Shade,St. Tropez,,,,,SGPK-1086-ST-TROPEZ,31,shopify,12,deny,manual,3390,,TRUE,TRUE,,,,FALSE,Glam 101 Hybrid Highlighter & Blush Duo | SHEGLAM PK,"Buy Glam 101 Hybrid Highlighter & Blush Duo in Pakistan. A pigmented flush that blends into the skin, not onto it. Pairs well with the rest of the range without",active
cheek-2-cheek-blush-duo,Cheek 2 Cheek Blush Duo,<p>Colour that reads like a natural flush. Patch test before first use if your skin is sensitive.</p><ul><li>Size: 6ml</li><li>Finish: Natural</li><li>Category: Face — Blush</li></ul>,SHEGLAM,Blush,"Face, Blush, Natural, Multi-Shade",TRUE,Shade,Pink Sprinkles,,,,,SGPK-1087-PINK-SPRINKL,31,shopify,12,deny,manual,3790,,TRUE,TRUE,,,,FALSE,Cheek 2 Cheek Blush Duo | SHEGLAM PK,Buy Cheek 2 Cheek Blush Duo in Pakistan. Colour that reads like a natural flush. Patch test before first use if your skin is sensitive.,active
lash-besties-2-in-1-mascara,Lash Besties 2-In-1 Mascara,<p>Length and lift from the first coat. Pairs well with the rest of the range without pilling.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural",TRUE,Title,Default Title,,,,,SGPK-1088,33,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,FALSE,Lash Besties 2-In-1 Mascara | SHEGLAM PK,Buy Lash Besties 2-In-1 Mascara in Pakistan. Length and lift from the first coat. Pairs well with the rest of the range without pilling.,active
insta-wing-heart-stamp-eyeliner,Insta-Wing Heart Stamp Eyeliner,<p>Longwear colour that survives a full day. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural",TRUE,Title,Default Title,,,,,SGPK-1089,26,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Insta-Wing Heart Stamp Eyeliner | SHEGLAM PK,Buy Insta-Wing Heart Stamp Eyeliner in Pakistan. Longwear colour that survives a full day. Best applied in thin layers and built up rather than laid on heavily.,active
brow-behavior-taming-gel,Brow Behavior Taming Gel,<p>Hold and definition for natural-looking brows. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural",TRUE,Title,Default Title,,,,,SGPK-1090,29,shopify,20,deny,manual,1390,,TRUE,TRUE,,,,FALSE,Brow Behavior Taming Gel | SHEGLAM PK,Buy Brow Behavior Taming Gel in Pakistan. Hold and definition for natural-looking brows. Suits everyday wear as easily as a full evening look.,active
dark-romantasy-eyeshadow-palette,Dark Romantasy Eyeshadow Palette,<p>Pigment that shows up true on the first sweep. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1091,26,shopify,20,deny,manual,3590,,TRUE,TRUE,,,,FALSE,Dark Romantasy Eyeshadow Palette | SHEGLAM PK,Buy Dark Romantasy Eyeshadow Palette in Pakistan. Pigment that shows up true on the first sweep. Blend while it is still moving; it sets quickly once placed.,active
micro-precision-ultra-long-tip-eyeliner,Micro Precision Ultra-Long Tip Eyeliner,<p>A precise line that stays where you put it. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1092,26,shopify,20,deny,manual,1290,,TRUE,TRUE,,,,FALSE,Micro Precision Ultra-Long Tip Eyeliner | SHEGLAM PK,Buy Micro Precision Ultra-Long Tip Eyeliner in Pakistan. A precise line that stays where you put it. Best applied in thin layers and built up rather than laid o,active
stay-inked-waterproof-eyeliner-pen,Stay Inked Waterproof Eyeliner Pen,<p>Longwear colour that survives a full day. Works on its own or layered under the rest of your base.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1093,26,shopify,20,deny,manual,1790,2190,TRUE,TRUE,,,,FALSE,Stay Inked Waterproof Eyeliner Pen | SHEGLAM PK,Buy Stay Inked Waterproof Eyeliner Pen in Pakistan. Longwear colour that survives a full day. Works on its own or layered under the rest of your base.,active
all-in-one-volume-length-mascara,All-In-One Volume & Length Mascara,<p>A brush shaped to separate rather than clump. Works on its own or layered under the rest of your base.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural",TRUE,Title,Default Title,,,,,SGPK-1094,33,shopify,20,deny,manual,1890,,TRUE,TRUE,,,,FALSE,All-In-One Volume & Length Mascara | SHEGLAM PK,Buy All-In-One Volume & Length Mascara in Pakistan. A brush shaped to separate rather than clump. Works on its own or layered under the rest of your base.,active
lashlighter-iron-curl-mascara,Lashlighter Iron Curl Mascara,<p>A brush shaped to separate rather than clump. Works on its own or layered under the rest of your base.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural",TRUE,Title,Default Title,,,,,SGPK-1095,33,shopify,20,deny,manual,1990,,TRUE,TRUE,,,,FALSE,Lashlighter Iron Curl Mascara | SHEGLAM PK,Buy Lashlighter Iron Curl Mascara in Pakistan. A brush shaped to separate rather than clump. Works on its own or layered under the rest of your base.,active
big-energy-mascara,Big Energy Mascara,<p>Volume that holds its curl all day. Works on its own or layered under the rest of your base.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural, Multi-Shade",TRUE,Shade,Black,,,,,SGPK-1096-BLACK,33,shopify,12,deny,manual,2190,,TRUE,TRUE,,,,FALSE,Big Energy Mascara | SHEGLAM PK,Buy Big Energy Mascara in Pakistan. Volume that holds its curl all day. Works on its own or layered under the rest of your base.,active
lift-elevate-lengthening-mascara,Lift & Elevate Lengthening Mascara,<p>Volume that holds its curl all day. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1097,33,shopify,20,deny,manual,2390,2990,TRUE,TRUE,,,,FALSE,Lift & Elevate Lengthening Mascara | SHEGLAM PK,Buy Lift & Elevate Lengthening Mascara in Pakistan. Volume that holds its curl all day. A little goes a long way — start with less than you think you need.,active
stick-em-up-lifting-brow-soap,Stick Em Up Lifting Brow Soap,<p>Shapes and sets brow hairs in one pass. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 4g</li><li>Finish: Natural</li><li>Category: Eyes — Brows</li></ul>,SHEGLAM,Brows,"Eyes, Brows, Natural",TRUE,Title,Default Title,,,,,SGPK-1098,29,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Stick Em Up Lifting Brow Soap | SHEGLAM PK,Buy Stick Em Up Lifting Brow Soap in Pakistan. Shapes and sets brow hairs in one pass. Comfortable enough for all-day wear in Pakistani heat.,active
glimmer-gleam-9-pan-eyeshadow-palette,Glimmer & Gleam 9-Pan Eyeshadow Palette,<p>Pigment that shows up true on the first sweep. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1099,26,shopify,20,deny,manual,3390,,TRUE,TRUE,,,,FALSE,Glimmer & Gleam 9-Pan Eyeshadow Palette | SHEGLAM PK,Buy Glimmer & Gleam 9-Pan Eyeshadow Palette in Pakistan. Pigment that shows up true on the first sweep. A little goes a long way — start with less than you thin,active
pro-flex-angled-eyeliner,Pro-Flex Angled Eyeliner,<p>A precise line that stays where you put it. Suits everyday wear as easily as a full evening look.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1100,26,shopify,20,deny,manual,1290,,TRUE,TRUE,,,,FALSE,Pro-Flex Angled Eyeliner | SHEGLAM PK,Buy Pro-Flex Angled Eyeliner in Pakistan. A precise line that stays where you put it. Suits everyday wear as easily as a full evening look.,active
moonlight-eyeshadow-palette,Moonlight Eyeshadow Palette,<p>Buildable colour for an everyday or a full look. Blend while it is still moving; it sets quickly once placed.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural, New Arrival, Sale",TRUE,Title,Default Title,,,,,SGPK-1101,26,shopify,20,deny,manual,4190,5190,TRUE,TRUE,,,,FALSE,Moonlight Eyeshadow Palette | SHEGLAM PK,Buy Moonlight Eyeshadow Palette in Pakistan. Buildable colour for an everyday or a full look. Blend while it is still moving; it sets quickly once placed.,active
berry-palette,Berry Palette,<p>Buildable colour for an everyday or a full look. Best applied in thin layers and built up rather than laid on heavily.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1102,26,shopify,20,deny,manual,3590,,TRUE,TRUE,,,,FALSE,Berry Palette | SHEGLAM PK,Buy Berry Palette in Pakistan. Buildable colour for an everyday or a full look. Best applied in thin layers and built up rather than laid on heavily.,active
showtime-in-seattle-15-pan-palette,Showtime In Seattle 15-Pan Palette,<p>Pigment that shows up true on the first sweep. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1.4g</li><li>Finish: Natural</li><li>Category: Eyes — Eyeshadow</li></ul>,SHEGLAM,Eyeshadow,"Eyes, Eyeshadow, Natural",TRUE,Title,Default Title,,,,,SGPK-1103,26,shopify,20,deny,manual,3190,,TRUE,TRUE,,,,FALSE,Showtime In Seattle 15-Pan Palette | SHEGLAM PK,Buy Showtime In Seattle 15-Pan Palette in Pakistan. Pigment that shows up true on the first sweep. A little goes a long way — start with less than you think you,active
oh-so-rich-matte-eyeliner,Oh So Rich Matte Eyeliner,<p>Longwear colour that survives a full day. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1ml</li><li>Finish: Matte</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Matte",TRUE,Title,Default Title,,,,,SGPK-1104,26,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Oh So Rich Matte Eyeliner | SHEGLAM PK,Buy Oh So Rich Matte Eyeliner in Pakistan. Longwear colour that survives a full day. A little goes a long way — start with less than you think you need.,active
lashlighter-mega-boost-mascara,Lashlighter Mega Boost Mascara,<p>Length and lift from the first coat. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 8ml</li><li>Finish: Natural</li><li>Category: Eyes — Mascara</li></ul>,SHEGLAM,Mascara,"Eyes, Mascara, Natural, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1105,33,shopify,20,deny,manual,1690,,TRUE,TRUE,,,,FALSE,Lashlighter Mega Boost Mascara | SHEGLAM PK,Buy Lashlighter Mega Boost Mascara in Pakistan. Length and lift from the first coat. Comfortable enough for all-day wear in Pakistani heat.,active
gel-glide-eyeliner-pencil,Gel Glide Eyeliner Pencil,<p>A tip fine enough for a clean wing. A little goes a long way — start with less than you think you need.</p><ul><li>Size: 1ml</li><li>Finish: Natural</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Natural, Multi-Shade",TRUE,Shade,Brown,,,,,SGPK-1106-BROWN,26,shopify,12,deny,manual,1490,,TRUE,TRUE,,,,FALSE,Gel Glide Eyeliner Pencil | SHEGLAM PK,Buy Gel Glide Eyeliner Pencil in Pakistan. A tip fine enough for a clean wing. A little goes a long way — start with less than you think you need.,active
chroma-zone-multichrome-gel-liner-on-a-trip,Chroma Zone Multichrome Gel Liner-On A Trip,<p>A precise line that stays where you put it. Comfortable enough for all-day wear in Pakistani heat.</p><ul><li>Size: 1ml</li><li>Finish: Shimmer</li><li>Category: Eyes — Eyeliner</li></ul>,SHEGLAM,Eyeliner,"Eyes, Eyeliner, Shimmer, Bestseller",TRUE,Title,Default Title,,,,,SGPK-1107,26,shopify,20,deny,manual,1190,,TRUE,TRUE,,,,FALSE,Chroma Zone Multichrome Gel Liner-On A Trip | SHEGLAM PK,Buy Chroma Zone Multichrome Gel Liner-On A Trip in Pakistan. A precise line that stays where you put it. Comfortable enough for all-day wear in Pakistani heat.,active
